"question","pct_missing","flag"
"Upatikanaji wa huduma ya kuzuia maambukizi kutoka kwa mama kwenda kwa mtoto",0,"OK"
"Elimu inayotolewa kuzuia maambukizi mapya katika vituo na jamii",0,"OK"
"Umbali kutoka nyumbani mpaka kliniki husika",0,"OK"
"Mtiririko wa Huduma katika kliniki husika",0,"OK"
"Muda wa kusubiria huduma katika kliniki husika",0,"OK"
"Gharama inayotumika  wakati wa miadi ya kliniki",0,"OK"
"Msaada unaotolewa na wadau pale unapokuwa na changamoto ya kufika kliniki",0,"OK"
"Utoaji wa Dawa kwa Mwezi 1 (wanaonyonyesha na wajawazito)",0,"OK"
"Utoaji wa Dawa kwa Miezi 3",0,"OK"
"Utoaji wa Dawa kwa Miezi 6",0,"OK"
"Vipindi vya Ushauri wa matumizi ya Tiba",0,"OK"
"Uwepo wa watoa huduma wanaohitajika katika kituo",0,"OK"
"Mda unaotumia kusubiri kabla ya kupata huduma za tiba na matunzo (Sanduku la maoni, ofisi ya malalamiko, mituha na simu)",0,"OK"
"Uwepo wa utaratibu wa kupokea maoni ya mpokea huduma",0,"OK"
"Upatikanaji wa huduma mkoba inayomlenga mama na mtoto( makundi mengine)",0,"OK"
"Ushiriki katika kujadili maoni ya wapokea huduma",0,"OK"
"Huduma na ushauri wa matumizi ya dawa na unyonyeshaji kwa mama mwenye maambukizi ya VVU anayenyonyesha",0,"OK"
"Wahudumu wa afya kusikiliza maoni na ushauri wa akina mama wanaonyonyesha, wajawazito na watoto chini ya miaka 18 kuhusu huduma",0,"OK"
"Usaidizi unaotolewa na wadau kwa akina mama wenye changamoto za matumizi ya dawa na unyonyeshaji( Jamii na kituo)",0,"OK"
"Usaidizi unaotolewa na wasaidizi wa Tiba /Wakiri Tiba (waelimishaji rika na mama vinara) kuhusu matumizi ya Tiba Nyumbani kwa watoto wenye umri chini ya miaka18",0,"OK"
"Ujumbe Kuhusu Havionekani = Haviambukizi (H=H)",0,"OK"
"Juhudi za kupinga upotoshaji wa Tiba ikiwa ni pamoja na Havionekani = Haviambukizi (H=H)",0,"OK"
"Msaada kwa watoto WAVIU walioko mashuleni ( kwa wazazi na watoto wenyewe)",0,"OK"
"Msaada kwa watoto WAVIU majumbani",0,"OK"
"Upatikanaji rahisi wa huduma za kipimo cha kiwango cha virusi katika kituo",0,"OK"
"Majibu yanarudi ndani ya muda uliopangwa (wiki 2)",0,"OK"
"Endapo majibu yalichelewa - Sababu ulizopewa za kuchelewa kwa majibu  ya wingi wa virusi",0,"OK"
"Elimu na uelewa wa watoa huduma juu ya ubaguzi na unyanyapaa",0,"OK"
"Lugha, tabia na matendo ya watoa huduma za afya kwa WAVIU",0,"OK"
"Juhudi za kuzuia ubaguzi na unyanyapaa katika vituo vya afya na jamii",0,"OK"
"Huduma kwa waliokumbwa na unyanyapaa na ubaguzi",0,"OK"
"Mapokeo ya wenza au wanafamilia baada ya kujiweka wazi kwa hali ya maambukizi",0,"OK"
